run_id,f,beta,theta_deg,mach_number,seed,bfield_geometry,outcome,fragmented,morphology,lambda_W,lambda_W_err,t_frag_tJ,beading_window_tJ,n_peaks_max,wall_sec,hgbs_match
TAG_f1p0_b2p0_t0_m1p0_s5,1.0,2.0,0,1.0,5,longitudinal,FRAG_KILL,True,FULL,9.6354,12.1618,0.9809,0.0799,11,280.3,False
TAG_f1p0_b2p0_t0_m1p5_s1,1.0,2.0,0,1.5,1,longitudinal,FRAG_KILL,True,FULL,5.1944,1.0079,1.02,0.1397,11,1822.1,False
TAG_f1p0_b2p0_t0_m1p5_s2,1.0,2.0,0,1.5,2,longitudinal,FRAG_KILL,True,FULL,6.1458,3.9609,0.978,0.0898,11,350.4,False
TAG_f1p0_b2p0_t0_m1p5_s3,1.0,2.0,0,1.5,3,longitudinal,FRAG_KILL,True,FULL,4.8177,0.0703,1.015,0.1298,10,1451.6,False
TAG_f1p0_b2p0_t0_m1p5_s4,1.0,2.0,0,1.5,4,longitudinal,FRAG_KILL,True,FULL,4.8698,0.0326,1.001,0.1298,11,810.9,False
TAG_f1p0_b2p0_t0_m1p5_s5,1.0,2.0,0,1.5,5,longitudinal,FRAG_KILL,True,FULL,7.3897,9.1378,1.044,0.1594,11,1822.1,False
TAG_f1p0_b2p0_t0_m2p0_s1,1.0,2.0,0,2.0,1,longitudinal,FRAG_KILL,True,FULL,5.2804,1.0646,0.994,0.1199,11,1151.3,False
TAG_f1p0_b2p0_t0_m2p0_s2,1.0,2.0,0,2.0,2,longitudinal,FRAG_KILL,True,FULL,6.2091,5.0403,1.006,0.1295,11,1031.2,False
TAG_f1p0_b2p0_t0_m2p0_s3,1.0,2.0,0,2.0,3,longitudinal,FRAG_KILL,True,FULL,4.8131,0.0646,1.031,0.1594,10,1621.9,False
TAG_f1p0_b2p0_t0_m2p0_s4,1.0,2.0,0,2.0,4,longitudinal,FRAG_KILL,True,FULL,4.8646,0.0255,1.005,0.1394,11,1281.5,False
TAG_f1p0_b2p0_t0_m2p0_s5,1.0,2.0,0,2.0,5,longitudinal,FRAG_KILL,True,FULL,6.3229,4.8502,1.0111,0.1396,11,1081.2,False
TAG_f1p0_b2p0_t0_m2p5_s1,1.0,2.0,0,2.5,1,longitudinal,FRAG_KILL,True,FULL,5.1939,0.9147,1.0321,0.1699,11,2142.4,False
TAG_f1p0_b2p0_t0_m2p5_s2,1.0,2.0,0,2.5,2,longitudinal,FRAG_KILL,True,FULL,6.3221,5.2134,0.9831,0.1198,11,680.8,False
TAG_f1p0_b2p0_t0_m2p5_s3,1.0,2.0,0,2.5,3,longitudinal,FRAG_KILL,True,FULL,4.8553,0.1092,0.948,0.0797,10,330.4,False
TAG_f1p0_b2p0_t0_m2p5_s4,1.0,2.0,0,2.5,4,longitudinal,FRAG_KILL,True,FULL,4.8665,0.0317,1.004,0.1495,11,1301.5,False
TAG_f1p0_b2p0_t0_m2p5_s5,1.0,2.0,0,2.5,5,longitudinal,FRAG_KILL,True,FULL,6.3835,4.7376,1.019,0.1497,11,2122.4,False
TAG_f1p0_b2p0_t0_m3p0_s1,1.0,2.0,0,3.0,1,longitudinal,FRAG_KILL,True,FULL,5.2298,0.9336,1.012,0.1593,11,1681.9,False
TAG_f1p0_b2p0_t0_m3p0_s2,1.0,2.0,0,3.0,2,longitudinal,FRAG_KILL,True,FULL,6.4807,5.0729,0.987,0.1295,11,961.1,False
TAG_f1p0_b2p0_t0_m3p0_s3,1.0,2.0,0,3.0,3,longitudinal,FRAG_KILL,True,FULL,4.7819,0.1252,1.005,0.1495,10,1641.9,False
TAG_f1p0_b2p0_t0_m3p0_s4,1.0,2.0,0,3.0,4,longitudinal,FRAG_KILL,True,FULL,4.8438,0.091,1.02,0.1793,12,1882.1,False
TAG_f1p0_b2p0_t0_m3p0_s5,1.0,2.0,0,3.0,5,longitudinal,FRAG_KILL,True,FULL,6.204,4.5667,1.017,0.1595,11,2232.6,False
TAG_f1p0_b2p0_t90_m1p0_s1,1.0,2.0,90,1.0,1,perpendicular,FRAG_KILL,False,RADIAL_ONLY,,,0.5309,,0,110.1,False
TAG_f1p0_b2p0_t90_m1p0_s2,1.0,2.0,90,1.0,2,perpendicular,FRAG_KILL,False,RADIAL_ONLY,,,0.5312,,0,110.1,False
TAG_f1p0_b2p0_t90_m1p0_s3,1.0,2.0,90,1.0,3,perpendicular,FRAG_KILL,False,RADIAL_ONLY,,,0.5309,,0,110.1,False
TAG_f1p0_b2p0_t90_m1p0_s4,1.0,2.0,90,1.0,4,perpendicular,FRAG_KILL,False,RADIAL_ONLY,,,0.531,,0,110.1,False
TAG_f1p0_b2p0_t90_m1p0_s5,1.0,2.0,90,1.0,5,perpendicular,FRAG_KILL,False,RADIAL_ONLY,,,0.5307,,0,110.1,False
TAG_f1p0_b2p0_t90_m1p5_s1,1.0,2.0,90,1.5,1,perpendicular,FRAG_KILL,False,RADIAL_ONLY,,,0.5314,,0,110.1,False
TAG_f1p0_b2p0_t90_m1p5_s2,1.0,2.0,90,1.5,2,perpendicular,FRAG_KILL,False,RADIAL_ONLY,,,0.5314,,0,110.1,False
TAG_f1p0_b2p0_t90_m1p5_s3,1.0,2.0,90,1.5,3,perpendicular,FRAG_KILL,False,RADIAL_ONLY,,,0.5319,,0,110.1,False
TAG_f1p0_b2p0_t90_m1p5_s4,1.0,2.0,90,1.5,4,perpendicular,FRAG_KILL,False,RADIAL_ONLY,,,0.5312,,0,110.1,False
TAG_f1p0_b2p0_t90_m1p5_s5,1.0,2.0,90,1.5,5,perpendicular,FRAG_KILL,False,RADIAL_ONLY,,,0.5299,,0,100.1,False
TAG_f1p0_b2p0_t90_m2p0_s1,1.0,2.0,90,2.0,1,perpendicular,FRAG_KILL,False,RADIAL_ONLY,,,0.5312,,0,100.1,False
TAG_f1p0_b2p0_t90_m2p0_s2,1.0,2.0,90,2.0,2,perpendicular,FRAG_KILL,False,RADIAL_ONLY,,,0.5315,,0,110.1,False
TAG_f1p0_b2p0_t90_m2p0_s3,1.0,2.0,90,2.0,3,perpendicular,FRAG_KILL,False,RADIAL_ONLY,,,0.5312,,0,110.1,False
TAG_f1p0_b2p0_t90_m2p0_s4,1.0,2.0,90,2.0,4,perpendicular,FRAG_KILL,False,RADIAL_ONLY,,,0.5305,,0,110.1,False
TAG_f1p0_b2p0_t90_m2p0_s5,1.0,2.0,90,2.0,5,perpendicular,FRAG_KILL,False,RADIAL_ONLY,,,0.5328,,0,110.1,False
TAG_f1p0_b2p0_t90_m2p5_s1,1.0,2.0,90,2.5,1,perpendicular,FRAG_KILL,False,RADIAL_ONLY,,,0.531,,0,110.1,False
TAG_f1p0_b2p0_t90_m2p5_s2,1.0,2.0,90,2.5,2,perpendicular,FRAG_KILL,False,RADIAL_ONLY,,,0.531,,0,110.1,False
TAG_f1p0_b2p0_t90_m2p5_s3,1.0,2.0,90,2.5,3,perpendicular,FRAG_KILL,False,RADIAL_ONLY,,,0.5315,,0,110.1,False
TAG_f1p0_b2p0_t90_m2p5_s4,1.0,2.0,90,2.5,4,perpendicular,FRAG_KILL,False,RADIAL_ONLY,,,0.531,,0,110.1,False
TAG_f1p0_b2p0_t90_m2p5_s5,1.0,2.0,90,2.5,5,perpendicular,FRAG_KILL,False,RADIAL_ONLY,,,0.5305,,0,110.1,False
TAG_f1p0_b2p0_t90_m3p0_s1,1.0,2.0,90,3.0,1,perpendicular,FRAG_KILL,False,RADIAL_ONLY,,,0.5309,,0,110.1,False
TAG_f1p0_b2p0_t90_m3p0_s2,1.0,2.0,90,3.0,2,perpendicular,FRAG_KILL,False,RADIAL_ONLY,,,0.5306,,0,110.1,False
TAG_f1p0_b2p0_t90_m3p0_s3,1.0,2.0,90,3.0,3,perpendicular,FRAG_KILL,False,RADIAL_ONLY,,,0.5312,,0,110.1,False
TAG_f1p0_b2p0_t90_m3p0_s4,1.0,2.0,90,3.0,4,perpendicular,FRAG_KILL,False,RADIAL_ONLY,,,0.53,,0,100.1,False
TAG_f1p0_b2p0_t90_m3p0_s5,1.0,2.0,90,3.0,5,perpendicular,FRAG_KILL,False,RADIAL_ONLY,,,0.5308,,0,110.1,False
TAG_f1p2_b0p3_t0_m1p0_s1,1.2,0.3,0,1.0,1,longitudinal,FRAG_KILL,True,FULL,20.2344,15.1317,1.5482,0.1101,6,230.3,False
TAG_f1p2_b0p3_t0_m1p0_s2,1.2,0.3,0,1.0,2,longitudinal,FRAG_KILL,True,FULL,9.8014,5.9709,1.5815,0.1484,6,240.3,False
TAG_f1p2_b0p3_t0_m1p0_s3,1.2,0.3,0,1.0,3,longitudinal,FRAG_KILL,True,FULL,9.2214,3.1718,1.5662,0.1881,9,240.3,False
TAG_f1p2_b0p3_t0_m1p0_s4,1.2,0.3,0,1.0,4,longitudinal,FRAG_KILL,True,FULL,7.3553,3.4084,1.5583,0.1693,6,250.3,False
TAG_f1p2_b0p3_t0_m1p0_s5,1.2,0.3,0,1.0,5,longitudinal,FRAG_KILL,True,FULL,5.4134,0.466,1.5636,0.1483,7,250.3,False
TAG_f1p2_b0p3_t0_m1p5_s1,1.2,0.3,0,1.5,1,longitudinal,FRAG_KILL,True,FULL,18.9211,14.5887,1.5011,0.129,7,230.3,False
TAG_f1p2_b0p3_t0_m1p5_s2,1.2,0.3,0,1.5,2,longitudinal,FRAG_KILL,True,FULL,10.9436,7.7641,1.5381,0.1591,6,240.3,False
TAG_f1p2_b0p3_t0_m1p5_s3,1.2,0.3,0,1.5,3,longitudinal,FRAG_KILL,True,FULL,9.2943,3.4767,1.5161,0.1889,8,250.3,False
TAG_f1p2_b0p3_t0_m1p5_s4,1.2,0.3,0,1.5,4,longitudinal,FRAG_KILL,True,FULL,7.4287,3.9422,1.501,0.1784,6,230.3,False
TAG_f1p2_b0p3_t0_m1p5_s5,1.2,0.3,0,1.5,5,longitudinal,FRAG_KILL,True,FULL,5.3646,0.4786,1.5277,0.1689,7,300.3,False
TAG_f1p2_b0p3_t0_m2p0_s1,1.2,0.3,0,2.0,1,longitudinal,FRAG_KILL,True,FULL,18.0357,15.0091,1.464,0.1299,6,230.3,False
TAG_f1p2_b0p3_t0_m2p0_s2,1.2,0.3,0,2.0,2,longitudinal,FRAG_KILL,True,FULL,10.6076,7.6235,1.5095,0.1691,7,250.3,False
TAG_f1p2_b0p3_t0_m2p0_s3,1.2,0.3,0,2.0,3,longitudinal,FRAG_KILL,True,FULL,9.0286,3.1928,1.475,0.1885,7,240.3,False
TAG_f1p2_b0p3_t0_m2p0_s4,1.2,0.3,0,2.0,4,longitudinal,FRAG_KILL,True,FULL,7.4808,3.9105,1.4601,0.1798,6,230.3,False
TAG_f1p2_b0p3_t0_m2p0_s5,1.2,0.3,0,2.0,5,longitudinal,FRAG_KILL,True,FULL,5.2906,0.4792,1.4929,0.1791,8,310.3,False
TAG_f1p2_b0p3_t0_m2p5_s1,1.2,0.3,0,2.5,1,longitudinal,FRAG_KILL,True,FULL,18.0246,15.0188,1.4356,0.1299,6,240.3,False
TAG_f1p2_b0p3_t0_m2p5_s2,1.2,0.3,0,2.5,2,longitudinal,FRAG_KILL,True,FULL,10.515,7.6864,1.4753,0.1692,6,240.3,False
TAG_f1p2_b0p3_t0_m2p5_s3,1.2,0.3,0,2.5,3,longitudinal,FRAG_KILL,True,FULL,8.8914,3.1762,1.4554,0.1998,8,250.3,False
TAG_f1p2_b0p3_t0_m2p5_s4,1.2,0.3,0,2.5,4,longitudinal,FRAG_KILL,True,FULL,7.6128,3.9559,1.4251,0.1691,6,220.2,False
TAG_f1p2_b0p3_t0_m2p5_s5,1.2,0.3,0,2.5,5,longitudinal,FRAG_KILL,True,FULL,5.2769,0.4901,1.4613,0.179,7,320.3,False
TAG_f1p2_b0p3_t0_m3p0_s1,1.2,0.3,0,3.0,1,longitudinal,FRAG_KILL,True,FULL,18.9503,15.1823,1.4099,0.12,6,230.2,False
TAG_f1p2_b0p3_t0_m3p0_s2,1.2,0.3,0,3.0,2,longitudinal,FRAG_KILL,True,FULL,9.329,5.9175,1.4484,0.1597,6,240.3,False
TAG_f1p2_b0p3_t0_m3p0_s3,1.2,0.3,0,3.0,3,longitudinal,FRAG_KILL,True,FULL,8.9896,3.1928,1.4282,0.1886,7,240.3,False
TAG_f1p2_b0p3_t0_m3p0_s4,1.2,0.3,0,3.0,4,longitudinal,FRAG_KILL,True,FULL,7.5174,4.0377,1.3983,0.17,6,220.2,False
TAG_f1p2_b0p3_t0_m3p0_s5,1.2,0.3,0,3.0,5,longitudinal,FRAG_KILL,True,FULL,5.2543,0.3514,1.4254,0.1587,7,290.3,False
TAG_f1p2_b0p3_t90_m1p0_s1,1.2,0.3,90,1.0,1,perpendicular,FRAG_KILL,False,RADIAL_ONLY,,,0.533,,0,480.5,False
TAG_f1p2_b0p3_t90_m1p0_s2,1.2,0.3,90,1.0,2,perpendicular,FRAG_KILL,False,RADIAL_ONLY,,,0.5,,0,210.2,False
TAG_f1p2_b0p3_t90_m1p0_s3,1.2,0.3,90,1.0,3,perpendicular,FRAG_KILL,False,RADIAL_ONLY,,,0.499,,0,210.2,False
TAG_f1p2_b0p3_t90_m1p0_s4,1.2,0.3,90,1.0,4,perpendicular,FRAG_KILL,False,RADIAL_ONLY,,,0.509,,0,520.6,False
TAG_f1p2_b0p3_t90_m1p0_s5,1.2,0.3,90,1.0,5,perpendicular,FRAG_KILL,False,RADIAL_ONLY,,,0.498,,0,190.2,False
TAG_f1p2_b0p3_t90_m1p5_s1,1.2,0.3,90,1.5,1,perpendicular,FRAG_KILL,False,RADIAL_ONLY,,,0.503,,0,320.4,False
TAG_f1p2_b0p3_t90_m1p5_s2,1.2,0.3,90,1.5,2,perpendicular,FRAG_KILL,False,RADIAL_ONLY,,,0.5421,,0,1381.5,False
TAG_f1p2_b0p3_t90_m1p5_s3,1.2,0.3,90,1.5,3,perpendicular,FRAG_KILL,False,RADIAL_ONLY,,,0.539,,0,570.6,False
TAG_f1p2_b0p3_t90_m1p5_s4,1.2,0.3,90,1.5,4,perpendicular,FRAG_KILL,False,RADIAL_ONLY,,,0.5391,,0,670.7,False
TAG_f1p2_b0p3_t90_m1p5_s5,1.2,0.3,90,1.5,5,perpendicular,FRAG_KILL,False,RADIAL_ONLY,,,0.499,,0,160.2,False
TAG_f1p2_b0p3_t90_m2p0_s1,1.2,0.3,90,2.0,1,perpendicular,FRAG_KILL,False,RADIAL_ONLY,,,0.4981,,0,160.2,False
TAG_f1p2_b0p3_t90_m2p0_s2,1.2,0.3,90,2.0,2,perpendicular,FRAG_KILL,False,RADIAL_ONLY,,,0.5011,,0,220.2,False
TAG_f1p2_b0p3_t90_m2p0_s3,1.2,0.3,90,2.0,3,perpendicular,FRAG_KILL,False,RADIAL_ONLY,,,0.546,,0,1802.0,False
TAG_f1p2_b0p3_t90_m2p0_s4,1.2,0.3,90,2.0,4,perpendicular,FRAG_KILL,False,RADIAL_ONLY,,,0.5,,0,230.2,False
TAG_f1p2_b0p3_t90_m2p0_s5,1.2,0.3,90,2.0,5,perpendicular,FRAG_KILL,False,RADIAL_ONLY,,,0.502,,0,320.4,False
TAG_f1p2_b0p3_t90_m2p5_s1,1.2,0.3,90,2.5,1,perpendicular,FRAG_KILL,False,RADIAL_ONLY,,,0.5031,,0,310.3,False
TAG_f1p2_b0p3_t90_m2p5_s2,1.2,0.3,90,2.5,2,perpendicular,FRAG_KILL,False,RADIAL_ONLY,,,0.5021,,0,320.4,False
TAG_f1p2_b0p3_t90_m2p5_s3,1.2,0.3,90,2.5,3,perpendicular,FRAG_KILL,False,RADIAL_ONLY,,,0.504,,0,340.4,False
TAG_f1p2_b0p3_t90_m2p5_s4,1.2,0.3,90,2.5,4,perpendicular,FRAG_KILL,False,RADIAL_ONLY,,,0.535,,0,640.7,False
TAG_f1p2_b0p3_t90_m2p5_s5,1.2,0.3,90,2.5,5,perpendicular,FRAG_KILL,False,RADIAL_ONLY,,,0.5011,,0,260.3,False
TAG_f1p2_b0p3_t90_m3p0_s1,1.2,0.3,90,3.0,1,perpendicular,FRAG_KILL,False,RADIAL_ONLY,,,0.5,,0,260.3,False
TAG_f1p2_b0p3_t90_m3p0_s2,1.2,0.3,90,3.0,2,perpendicular,FRAG_KILL,False,RADIAL_ONLY,,,0.5031,,0,300.3,False
TAG_f1p2_b0p3_t90_m3p0_s3,1.2,0.3,90,3.0,3,perpendicular,FRAG_KILL,False,RADIAL_ONLY,,,0.54,,0,820.9,False
TAG_f1p2_b0p3_t90_m3p0_s4,1.2,0.3,90,3.0,4,perpendicular,FRAG_KILL,False,RADIAL_ONLY,,,0.4981,,0,160.2,False
TAG_f1p2_b0p3_t90_m3p0_s5,1.2,0.3,90,3.0,5,perpendicular,FRAG_KILL,False,RADIAL_ONLY,,,0.4991,,0,240.3,False
TAG_f1p2_b0p5_t0_m1p0_s1,1.2,0.5,0,1.0,1,longitudinal,FRAG_KILL,True,FULL,8.7169,8.5775,1.2316,0.0987,10,270.3,False
TAG_f1p2_b0p5_t0_m1p0_s2,1.2,0.5,0,1.0,2,longitudinal,FRAG_KILL,True,FULL,5.9809,1.0219,1.2469,0.109,11,240.3,False
TAG_f1p2_b0p5_t0_m1p0_s3,1.2,0.5,0,1.0,3,longitudinal,FRAG_KILL,True,FULL,5.2535,0.1274,1.2704,0.1399,10,310.3,False
TAG_f1p2_b0p5_t0_m1p0_s4,1.2,0.5,0,1.0,4,longitudinal,FRAG_KILL,True,FULL,5.6891,1.5574,1.2351,0.1192,10,270.3,False
TAG_f1p2_b0p5_t0_m1p0_s5,1.2,0.5,0,1.0,5,longitudinal,FRAG_KILL,True,FULL,9.8037,10.8123,1.2547,0.1199,10,250.3,False
TAG_f1p2_b0p5_t0_m1p5_s1,1.2,0.5,0,1.5,1,longitudinal,FRAG_KILL,True,FULL,9.0521,8.9243,1.1967,0.0898,10,260.3,False
TAG_f1p2_b0p5_t0_m1p5_s2,1.2,0.5,0,1.5,2,longitudinal,FRAG_KILL,True,FULL,6.0603,1.3884,1.2354,0.1298,11,330.4,False
TAG_f1p2_b0p5_t0_m1p5_s3,1.2,0.5,0,1.5,3,longitudinal,FRAG_KILL,True,FULL,6.5986,3.9085,1.2177,0.1189,8,240.3,False
TAG_f1p2_b0p5_t0_m1p5_s4,1.2,0.5,0,1.5,4,longitudinal,FRAG_KILL,True,FULL,5.653,1.5731,1.1992,0.1194,10,260.3,False
TAG_f1p2_b0p5_t0_m1p5_s5,1.2,0.5,0,1.5,5,longitudinal,FRAG_KILL,True,FULL,6.891,4.3712,1.2231,0.1189,10,280.3,False
TAG_f1p2_b0p5_t0_m2p0_s1,1.2,0.5,0,2.0,1,longitudinal,FRAG_KILL,True,FULL,9.2708,9.3816,1.1665,0.0791,10,230.3,False
TAG_f1p2_b0p5_t0_m2p0_s2,1.2,0.5,0,2.0,2,longitudinal,FRAG_KILL,True,FULL,6.1111,0.94,1.1864,0.1092,9,220.2,False
TAG_f1p2_b0p5_t0_m2p0_s3,1.2,0.5,0,2.0,3,longitudinal,FRAG_KILL,True,FULL,6.8333,3.7859,1.2061,0.1389,9,290.3,False
TAG_f1p2_b0p5_t0_m2p0_s4,1.2,0.5,0,2.0,4,longitudinal,FRAG_KILL,True,FULL,5.9293,1.7395,1.231,0.1795,10,1832.1,False
TAG_f1p2_b0p5_t0_m2p0_s5,1.2,0.5,0,2.0,5,longitudinal,FRAG_KILL,True,FULL,8.1851,5.9265,1.1958,0.1183,10,280.3,False
TAG_f1p2_b0p5_t0_m2p5_s1,1.2,0.5,0,2.5,1,longitudinal,FRAG_KILL,True,FULL,8.5511,8.6222,1.1656,0.0988,10,290.3,False
TAG_f1p2_b0p5_t0_m2p5_s2,1.2,0.5,0,2.5,2,longitudinal,FRAG_KILL,True,FULL,6.1579,1.3944,1.1753,0.1197,11,240.3,False
TAG_f1p2_b0p5_t0_m2p5_s3,1.2,0.5,0,2.5,3,longitudinal,FRAG_KILL,True,FULL,6.9792,4.0851,1.203,0.1596,9,370.4,False
TAG_f1p2_b0p5_t0_m2p5_s4,1.2,0.5,0,2.5,4,longitudinal,FRAG_KILL,True,FULL,6.2023,2.1402,1.1427,0.11,10,210.2,False
TAG_f1p2_b0p5_t0_m2p5_s5,1.2,0.5,0,2.5,5,longitudinal,FRAG_KILL,True,FULL,6.7951,4.0864,1.1924,0.1386,10,310.3,False
TAG_f1p2_b0p5_t0_m3p0_s1,1.2,0.5,0,3.0,1,longitudinal,FRAG_KILL,True,FULL,9.5597,8.9607,1.1484,0.0985,10,280.3,False
TAG_f1p2_b0p5_t0_m3p0_s2,1.2,0.5,0,3.0,2,longitudinal,FRAG_KILL,True,FULL,6.0256,1.3724,1.1607,0.1198,11,260.3,False
TAG_f1p2_b0p5_t0_m3p0_s3,1.2,0.5,0,3.0,3,longitudinal,FRAG_KILL,True,FULL,6.7188,3.8177,1.1748,0.1395,9,290.3,False
TAG_f1p2_b0p5_t0_m3p0_s4,1.2,0.5,0,3.0,4,longitudinal,FRAG_KILL,True,FULL,6.0486,1.9475,1.1556,0.1393,10,340.4,False
TAG_f1p2_b0p5_t0_m3p0_s5,1.2,0.5,0,3.0,5,longitudinal,FRAG_KILL,True,FULL,8.0394,5.7335,1.1717,0.1288,10,290.3,False
TAG_f1p2_b0p5_t90_m1p0_s1,1.2,0.5,90,1.0,1,perpendicular,FRAG_KILL,False,RADIAL_ONLY,,,0.466,,0,290.3,False
TAG_f1p2_b0p5_t90_m1p0_s2,1.2,0.5,90,1.0,2,perpendicular,FRAG_KILL,False,RADIAL_ONLY,,,0.488,,0,310.4,False
TAG_f1p2_b0p5_t90_m1p0_s3,1.2,0.5,90,1.0,3,perpendicular,FRAG_KILL,False,RADIAL_ONLY,,,0.4891,,0,290.3,False
TAG_f1p2_b0p5_t90_m1p0_s4,1.2,0.5,90,1.0,4,perpendicular,FRAG_KILL,False,RADIAL_ONLY,,,0.505,,0,410.5,False
TAG_f1p2_b0p5_t90_m1p0_s5,1.2,0.5,90,1.0,5,perpendicular,FRAG_KILL,False,RADIAL_ONLY,,,0.4911,,0,630.7,False
TAG_f1p2_b0p5_t90_m1p5_s1,1.2,0.5,90,1.5,1,perpendicular,FRAG_KILL,False,RADIAL_ONLY,,,0.504,,0,460.5,False
TAG_f1p2_b0p5_t90_m1p5_s2,1.2,0.5,90,1.5,2,perpendicular,FRAG_KILL,False,RADIAL_ONLY,,,0.501,,0,480.5,False
TAG_f1p2_b0p5_t90_m1p5_s3,1.2,0.5,90,1.5,3,perpendicular,FRAG_KILL,False,RADIAL_ONLY,,,0.4581,,0,160.2,False
TAG_f1p2_b0p5_t90_m1p5_s4,1.2,0.5,90,1.5,4,perpendicular,FRAG_KILL,False,RADIAL_ONLY,,,0.51,,0,440.5,False
TAG_f1p2_b0p5_t90_m1p5_s5,1.2,0.5,90,1.5,5,perpendicular,FRAG_KILL,False,RADIAL_ONLY,,,0.4901,,0,340.4,False
TAG_f1p2_b0p5_t90_m2p0_s1,1.2,0.5,90,2.0,1,perpendicular,FRAG_KILL,False,RADIAL_ONLY,,,0.5041,,0,430.5,False
TAG_f1p2_b0p5_t90_m2p0_s2,1.2,0.5,90,2.0,2,perpendicular,FRAG_KILL,False,RADIAL_ONLY,,,0.4921,,0,290.3,False
TAG_f1p2_b0p5_t90_m2p0_s3,1.2,0.5,90,2.0,3,perpendicular,FRAG_KILL,False,RADIAL_ONLY,,,0.503,,0,340.4,False
TAG_f1p2_b0p5_t90_m2p0_s4,1.2,0.5,90,2.0,4,perpendicular,FRAG_KILL,False,RADIAL_ONLY,,,0.5081,,0,400.4,False
TAG_f1p2_b0p5_t90_m2p0_s5,1.2,0.5,90,2.0,5,perpendicular,FRAG_KILL,False,RADIAL_ONLY,,,0.4581,,0,200.2,False
TAG_f1p2_b0p5_t90_m2p5_s1,1.2,0.5,90,2.5,1,perpendicular,FRAG_KILL,False,RADIAL_ONLY,,,0.46,,0,180.2,False
TAG_f1p2_b0p5_t90_m2p5_s2,1.2,0.5,90,2.5,2,perpendicular,FRAG_KILL,False,RADIAL_ONLY,,,0.484,,0,230.3,False
TAG_f1p2_b0p5_t90_m2p5_s3,1.2,0.5,90,2.5,3,perpendicular,FRAG_KILL,False,RADIAL_ONLY,,,0.5011,,0,340.4,False
TAG_f1p2_b0p5_t90_m2p5_s4,1.2,0.5,90,2.5,4,perpendicular,FRAG_KILL,False,RADIAL_ONLY,,,0.5081,,0,450.5,False
TAG_f1p2_b0p5_t90_m2p5_s5,1.2,0.5,90,2.5,5,perpendicular,FRAG_KILL,False,RADIAL_ONLY,,,0.4911,,0,270.3,False
TAG_f1p2_b0p5_t90_m3p0_s1,1.2,0.5,90,3.0,1,perpendicular,FRAG_KILL,False,RADIAL_ONLY,,,0.48,,0,290.3,False
TAG_f1p2_b0p5_t90_m3p0_s2,1.2,0.5,90,3.0,2,perpendicular,FRAG_KILL,False,RADIAL_ONLY,,,0.5281,,0,580.6,False
TAG_f1p2_b0p5_t90_m3p0_s3,1.2,0.5,90,3.0,3,perpendicular,FRAG_KILL,False,RADIAL_ONLY,,,0.4991,,0,360.4,False
TAG_f1p2_b0p5_t90_m3p0_s4,1.2,0.5,90,3.0,4,perpendicular,FRAG_KILL,False,RADIAL_ONLY,,,0.4961,,0,470.5,False
TAG_f1p2_b0p5_t90_m3p0_s5,1.2,0.5,90,3.0,5,perpendicular,FRAG_KILL,False,RADIAL_ONLY,,,0.5041,,0,340.4,False
TAG_f1p2_b1p0_t0_m1p0_s1,1.2,1.0,0,1.0,1,longitudinal,FRAG_KILL,True,FULL,5.3009,0.8874,1.127,0.1695,11,2122.4,False
TAG_f1p2_b1p0_t0_m1p0_s2,1.2,1.0,0,1.0,2,longitudinal,FRAG_KILL,True,FULL,5.3403,1.6836,1.091,0.1395,11,851.0,False
TAG_f1p2_b1p0_t0_m1p0_s3,1.2,1.0,0,1.0,3,longitudinal,FRAG_KILL,True,FULL,4.814,0.1735,1.087,0.1289,10,730.8,False
TAG_f1p2_b1p0_t0_m1p0_s4,1.2,1.0,0,1.0,4,longitudinal,FRAG_KILL,True,FULL,4.9089,0.0606,1.0509,0.1099,11,320.4,False
TAG_f1p2_b1p0_t0_m1p0_s5,1.2,1.0,0,1.0,5,longitudinal,FRAG_KILL,True,FULL,8.5193,10.0591,1.0881,0.1291,11,660.7,False
TAG_f1p2_b1p0_t0_m1p5_s1,1.2,1.0,0,1.5,1,longitudinal,FRAG_KILL,True,FULL,5.4403,1.1127,1.037,0.0991,11,340.4,False
TAG_f1p2_b1p0_t0_m1p5_s2,1.2,1.0,0,1.5,2,longitudinal,FRAG_KILL,True,FULL,7.9762,6.7155,0.997,0.0586,11,200.2,False
TAG_f1p2_b1p0_t0_m1p5_s3,1.2,1.0,0,1.5,3,longitudinal,FRAG_KILL,True,FULL,4.8277,0.1843,1.053,0.1196,10,480.6,False
TAG_f1p2_b1p0_t0_m1p5_s4,1.2,1.0,0,1.5,4,longitudinal,FRAG_KILL,True,FULL,4.9479,0.0702,1.0181,0.0994,11,270.3,False
TAG_f1p2_b1p0_t0_m1p5_s5,1.2,1.0,0,1.5,5,longitudinal,FRAG_KILL,True,FULL,6.8359,5.315,1.047,0.1096,11,410.5,False
TAG_f1p2_b1p0_t0_m2p0_s1,1.2,1.0,0,2.0,1,longitudinal,FRAG_KILL,True,FULL,5.4167,1.068,1.027,0.1096,11,490.6,False
TAG_f1p2_b1p0_t0_m2p0_s2,1.2,1.0,0,2.0,2,longitudinal,FRAG_KILL,True,FULL,5.1094,0.4379,1.0091,0.0893,11,260.3,False
TAG_f1p2_b1p0_t0_m2p0_s3,1.2,1.0,0,2.0,3,longitudinal,FRAG_KILL,True,FULL,5.0149,0.6353,1.045,0.1296,10,500.6,False
