run_id,f,beta,theta_deg,mach_number,seed,bfield_geometry,outcome,fragmented,morphology,lambda_W,lambda_W_err,t_frag_tJ,beading_window_tJ,n_peaks_max,wall_sec,hgbs_match
TAG_f1p2_b1p0_t0_m2p0_s4,1.2,1.0,0,2.0,4,longitudinal,FRAG_KILL,True,FULL,4.9811,0.0809,1.0086,0.1001,11,280.3,False
TAG_f1p2_b1p0_t0_m2p0_s5,1.2,1.0,0,2.0,5,longitudinal,FRAG_KILL,True,FULL,8.2639,9.7605,1.05,0.1396,11,710.8,False
TAG_f1p2_b1p0_t0_m2p5_s1,1.2,1.0,0,2.5,1,longitudinal,FRAG_KILL,True,FULL,5.4006,1.027,1.026,0.1188,11,640.7,False
TAG_f1p2_b1p0_t0_m2p5_s2,1.2,1.0,0,2.5,2,longitudinal,FRAG_KILL,True,FULL,5.0758,0.4354,1.0098,0.1,11,290.3,False
TAG_f1p2_b1p0_t0_m2p5_s3,1.2,1.0,0,2.5,3,longitudinal,FRAG_KILL,True,FULL,4.8674,0.2214,1.0027,0.0988,10,260.3,False
TAG_f1p2_b1p0_t0_m2p5_s4,1.2,1.0,0,2.5,4,longitudinal,FRAG_KILL,True,FULL,4.9826,0.0925,1.0241,0.1397,11,770.9,False
TAG_f1p2_b1p0_t0_m2p5_s5,1.2,1.0,0,2.5,5,longitudinal,FRAG_KILL,True,FULL,6.6257,4.9629,1.033,0.1287,11,620.7,False
TAG_f1p2_b1p0_t0_m3p0_s1,1.2,1.0,0,3.0,1,longitudinal,FRAG_KILL,True,FULL,5.4287,1.0194,1.015,0.1197,11,740.8,False
TAG_f1p2_b1p0_t0_m3p0_s2,1.2,1.0,0,3.0,2,longitudinal,FRAG_KILL,True,FULL,5.8854,3.1718,1.048,0.1491,11,1742.0,False
TAG_f1p2_b1p0_t0_m3p0_s3,1.2,1.0,0,3.0,3,longitudinal,FRAG_KILL,True,FULL,4.8512,0.2217,1.029,0.1294,10,760.9,False
TAG_f1p2_b1p0_t0_m3p0_s4,1.2,1.0,0,3.0,4,longitudinal,FRAG_KILL,True,FULL,5.026,0.0721,0.9813,0.1094,11,260.3,False
TAG_f1p2_b1p0_t0_m3p0_s5,1.2,1.0,0,3.0,5,longitudinal,FRAG_KILL,True,FULL,6.3542,4.542,1.0581,0.1594,11,2202.5,False
TAG_f1p2_b1p0_t90_m1p0_s1,1.2,1.0,90,1.0,1,perpendicular,FRAG_KILL,False,RADIAL_ONLY,,,0.459,,0,130.1,False
TAG_f1p2_b1p0_t90_m1p0_s2,1.2,1.0,90,1.0,2,perpendicular,FRAG_KILL,False,RADIAL_ONLY,,,0.4585,,0,130.1,False
TAG_f1p2_b1p0_t90_m1p0_s3,1.2,1.0,90,1.0,3,perpendicular,FRAG_KILL,False,RADIAL_ONLY,,,0.4556,,0,120.1,False
TAG_f1p2_b1p0_t90_m1p0_s4,1.2,1.0,90,1.0,4,perpendicular,FRAG_KILL,False,RADIAL_ONLY,,,0.457,,0,120.1,False
TAG_f1p2_b1p0_t90_m1p0_s5,1.2,1.0,90,1.0,5,perpendicular,FRAG_KILL,False,RADIAL_ONLY,,,0.469,,0,380.4,False
TAG_f1p2_b1p0_t90_m1p5_s1,1.2,1.0,90,1.5,1,perpendicular,FRAG_KILL,False,RADIAL_ONLY,,,0.4566,,0,120.1,False
TAG_f1p2_b1p0_t90_m1p5_s2,1.2,1.0,90,1.5,2,perpendicular,FRAG_KILL,False,RADIAL_ONLY,,,0.4596,,0,130.1,False
TAG_f1p2_b1p0_t90_m1p5_s3,1.2,1.0,90,1.5,3,perpendicular,FRAG_KILL,False,RADIAL_ONLY,,,0.4571,,0,120.1,False
TAG_f1p2_b1p0_t90_m1p5_s4,1.2,1.0,90,1.5,4,perpendicular,FRAG_KILL,False,RADIAL_ONLY,,,0.4574,,0,120.1,False
TAG_f1p2_b1p0_t90_m1p5_s5,1.2,1.0,90,1.5,5,perpendicular,FRAG_KILL,False,RADIAL_ONLY,,,0.4573,,0,120.1,False
TAG_f1p2_b1p0_t90_m2p0_s1,1.2,1.0,90,2.0,1,perpendicular,FRAG_KILL,False,RADIAL_ONLY,,,0.4584,,0,130.1,False
TAG_f1p2_b1p0_t90_m2p0_s2,1.2,1.0,90,2.0,2,perpendicular,FRAG_KILL,False,RADIAL_ONLY,,,0.4582,,0,120.1,False
TAG_f1p2_b1p0_t90_m2p0_s3,1.2,1.0,90,2.0,3,perpendicular,FRAG_KILL,False,RADIAL_ONLY,,,0.4558,,0,120.1,False
TAG_f1p2_b1p0_t90_m2p0_s4,1.2,1.0,90,2.0,4,perpendicular,FRAG_KILL,False,RADIAL_ONLY,,,0.4616,,0,130.1,False
TAG_f1p2_b1p0_t90_m2p0_s5,1.2,1.0,90,2.0,5,perpendicular,FRAG_KILL,False,RADIAL_ONLY,,,0.4583,,0,130.1,False
TAG_f1p2_b1p0_t90_m2p5_s1,1.2,1.0,90,2.5,1,perpendicular,FRAG_KILL,False,RADIAL_ONLY,,,0.4567,,0,120.1,False
TAG_f1p2_b1p0_t90_m2p5_s2,1.2,1.0,90,2.5,2,perpendicular,FRAG_KILL,False,RADIAL_ONLY,,,0.457,,0,120.1,False
TAG_f1p2_b1p0_t90_m2p5_s3,1.2,1.0,90,2.5,3,perpendicular,FRAG_KILL,False,RADIAL_ONLY,,,0.457,,0,120.1,False
TAG_f1p2_b1p0_t90_m2p5_s4,1.2,1.0,90,2.5,4,perpendicular,FRAG_KILL,False,RADIAL_ONLY,,,0.4548,,0,110.1,False
TAG_f1p2_b1p0_t90_m2p5_s5,1.2,1.0,90,2.5,5,perpendicular,FRAG_KILL,False,RADIAL_ONLY,,,0.4571,,0,120.1,False
TAG_f1p2_b1p0_t90_m3p0_s1,1.2,1.0,90,3.0,1,perpendicular,FRAG_KILL,False,RADIAL_ONLY,,,0.4552,,0,110.1,False
TAG_f1p2_b1p0_t90_m3p0_s2,1.2,1.0,90,3.0,2,perpendicular,FRAG_KILL,False,RADIAL_ONLY,,,0.4592,,0,130.1,False
TAG_f1p2_b1p0_t90_m3p0_s3,1.2,1.0,90,3.0,3,perpendicular,FRAG_KILL,False,RADIAL_ONLY,,,0.4591,,0,130.1,False
TAG_f1p2_b1p0_t90_m3p0_s4,1.2,1.0,90,3.0,4,perpendicular,FRAG_KILL,False,RADIAL_ONLY,,,0.4589,,0,130.1,False
TAG_f1p2_b1p0_t90_m3p0_s5,1.2,1.0,90,3.0,5,perpendicular,FRAG_KILL,False,RADIAL_ONLY,,,0.4566,,0,120.1,False
TAG_f1p2_b2p0_t0_m1p0_s1,1.2,2.0,0,1.0,1,longitudinal,FRAG_KILL,True,FULL,5.0186,0.5454,0.999,0.1299,11,1892.1,False
TAG_f1p2_b2p0_t0_m1p0_s2,1.2,2.0,0,1.0,2,longitudinal,FRAG_KILL,True,FULL,6.09,5.0725,0.994,0.1294,11,1301.5,False
TAG_f1p2_b2p0_t0_m1p0_s3,1.2,2.0,0,1.0,3,longitudinal,FRAG_KILL,True,FULL,5.1643,1.2463,0.97,0.1194,10,710.8,False
TAG_f1p2_b2p0_t0_m1p0_s4,1.2,2.0,0,1.0,4,longitudinal,FRAG_KILL,True,FULL,4.7243,0.1625,1.015,0.1597,12,1631.9,False
TAG_f1p2_b2p0_t0_m1p0_s5,1.2,2.0,0,1.0,5,longitudinal,FRAG_KILL,True,FULL,5.432,2.1053,1.025,0.1598,11,2442.8,False
TAG_f1p2_b2p0_t0_m1p5_s1,1.2,2.0,0,1.5,1,longitudinal,FRAG_KILL,True,FULL,5.004,0.5729,0.966,0.1198,11,901.0,False
TAG_f1p2_b2p0_t0_m1p5_s2,1.2,2.0,0,1.5,2,longitudinal,FRAG_KILL,True,FULL,5.9147,4.7675,0.999,0.15,11,2773.2,False
TAG_f1p2_b2p0_t0_m1p5_s3,1.2,2.0,0,1.5,3,longitudinal,FRAG_KILL,True,FULL,4.8077,0.0555,0.96,0.1196,10,740.8,False
TAG_f1p2_b2p0_t0_m1p5_s4,1.2,2.0,0,1.5,4,longitudinal,FRAG_KILL,True,FULL,4.8214,0.0998,0.963,0.1295,12,991.1,False
TAG_f1p2_b2p0_t0_m1p5_s5,1.2,2.0,0,1.5,5,longitudinal,FRAG_KILL,True,FULL,6.2604,4.8672,0.987,0.1396,11,1311.5,False
TAG_f1p2_b2p0_t0_m2p0_s1,1.2,2.0,0,2.0,1,longitudinal,FRAG_KILL,True,FULL,5.1562,1.0457,0.9681,0.1395,11,1301.5,False
TAG_f1p2_b2p0_t0_m2p0_s2,1.2,2.0,0,2.0,2,longitudinal,FRAG_KILL,True,FULL,5.8984,3.6578,0.9371,0.1094,11,570.6,False
TAG_f1p2_b2p0_t0_m2p0_s3,1.2,2.0,0,2.0,3,longitudinal,FRAG_KILL,True,FULL,4.7754,0.0818,0.978,0.1496,11,2412.7,False
TAG_f1p2_b2p0_t0_m2p0_s4,1.2,2.0,0,2.0,4,longitudinal,FRAG_KILL,True,FULL,4.7917,0.1473,0.979,0.1594,12,1902.2,False
TAG_f1p2_b2p0_t0_m2p0_s5,1.2,2.0,0,2.0,5,longitudinal,FRAG_KILL,True,FULL,9.6296,12.164,0.9024,0.0798,11,260.3,False
TAG_f1p2_b2p0_t0_m2p5_s1,1.2,2.0,0,2.5,1,longitudinal,FRAG_KILL,True,FULL,5.1471,0.9805,0.975,0.1596,11,2162.5,False
TAG_f1p2_b2p0_t0_m2p5_s2,1.2,2.0,0,2.5,2,longitudinal,FRAG_KILL,True,FULL,5.7403,3.4084,0.946,0.1296,11,1401.6,False
TAG_f1p2_b2p0_t0_m2p5_s3,1.2,2.0,0,2.5,3,longitudinal,FRAG_KILL,True,FULL,4.7752,0.0718,0.9931,0.1793,11,2012.3,False
TAG_f1p2_b2p0_t0_m2p5_s4,1.2,2.0,0,2.5,4,longitudinal,FRAG_KILL,True,FULL,4.8718,0.033,0.927,0.1194,11,650.7,False
TAG_f1p2_b2p0_t0_m2p5_s5,1.2,2.0,0,2.5,5,longitudinal,FRAG_KILL,True,FULL,7.5488,9.3962,0.968,0.1494,11,2683.1,False
TAG_f1p2_b2p0_t0_m3p0_s1,1.2,2.0,0,3.0,1,longitudinal,FRAG_KILL,True,FULL,5.0694,0.5141,0.9511,0.1393,11,1241.4,False
TAG_f1p2_b2p0_t0_m3p0_s2,1.2,2.0,0,3.0,2,longitudinal,FRAG_KILL,True,FULL,5.8013,3.5297,0.939,0.12,11,961.1,False
TAG_f1p2_b2p0_t0_m3p0_s3,1.2,2.0,0,3.0,3,longitudinal,FRAG_KILL,True,FULL,5.4036,1.5439,0.8794,0.0695,10,230.3,False
TAG_f1p2_b2p0_t0_m3p0_s4,1.2,2.0,0,3.0,4,longitudinal,FRAG_KILL,True,FULL,4.8681,0.0322,0.932,0.1397,11,911.0,False
TAG_f1p2_b2p0_t0_m3p0_s5,1.2,2.0,0,3.0,5,longitudinal,FRAG_KILL,True,FULL,9.0191,10.7783,0.918,0.1096,11,580.6,False
TAG_f1p2_b2p0_t90_m1p0_s1,1.2,2.0,90,1.0,1,perpendicular,FRAG_KILL,False,RADIAL_ONLY,,,0.4968,,0,100.1,False
TAG_f1p2_b2p0_t90_m1p0_s2,1.2,2.0,90,1.0,2,perpendicular,FRAG_KILL,False,RADIAL_ONLY,,,0.4976,,0,100.1,False
TAG_f1p2_b2p0_t90_m1p0_s3,1.2,2.0,90,1.0,3,perpendicular,FRAG_KILL,False,RADIAL_ONLY,,,0.4986,,0,100.1,False
TAG_f1p2_b2p0_t90_m1p0_s4,1.2,2.0,90,1.0,4,perpendicular,FRAG_KILL,False,RADIAL_ONLY,,,0.4991,,0,100.1,False
TAG_f1p2_b2p0_t90_m1p0_s5,1.2,2.0,90,1.0,5,perpendicular,FRAG_KILL,False,RADIAL_ONLY,,,0.4968,,0,100.1,False
TAG_f1p2_b2p0_t90_m1p5_s1,1.2,2.0,90,1.5,1,perpendicular,FRAG_KILL,False,RADIAL_ONLY,,,0.51,,0,220.2,False
TAG_f1p2_b2p0_t90_m1p5_s2,1.2,2.0,90,1.5,2,perpendicular,FRAG_KILL,False,RADIAL_ONLY,,,0.4972,,0,100.1,False
TAG_f1p2_b2p0_t90_m1p5_s3,1.2,2.0,90,1.5,3,perpendicular,FRAG_KILL,False,RADIAL_ONLY,,,0.5132,,0,250.3,False
TAG_f1p2_b2p0_t90_m1p5_s4,1.2,2.0,90,1.5,4,perpendicular,FRAG_KILL,False,RADIAL_ONLY,,,0.509,,0,240.3,False
TAG_f1p2_b2p0_t90_m1p5_s5,1.2,2.0,90,1.5,5,perpendicular,FRAG_KILL,False,RADIAL_ONLY,,,0.4978,,0,100.1,False
TAG_f1p2_b2p0_t90_m2p0_s1,1.2,2.0,90,2.0,1,perpendicular,FRAG_KILL,False,RADIAL_ONLY,,,0.4967,,0,100.1,False
TAG_f1p2_b2p0_t90_m2p0_s2,1.2,2.0,90,2.0,2,perpendicular,FRAG_KILL,False,RADIAL_ONLY,,,0.4979,,0,100.1,False
TAG_f1p2_b2p0_t90_m2p0_s3,1.2,2.0,90,2.0,3,perpendicular,FRAG_KILL,False,RADIAL_ONLY,,,0.4963,,0,100.1,False
TAG_f1p2_b2p0_t90_m2p0_s4,1.2,2.0,90,2.0,4,perpendicular,FRAG_KILL,False,RADIAL_ONLY,,,0.4989,,0,110.1,False
TAG_f1p2_b2p0_t90_m2p0_s5,1.2,2.0,90,2.0,5,perpendicular,FRAG_KILL,False,RADIAL_ONLY,,,0.508,,0,190.2,False
TAG_f1p2_b2p0_t90_m2p5_s1,1.2,2.0,90,2.5,1,perpendicular,FRAG_KILL,False,RADIAL_ONLY,,,0.5112,,0,190.2,False
TAG_f1p2_b2p0_t90_m2p5_s2,1.2,2.0,90,2.5,2,perpendicular,FRAG_KILL,False,RADIAL_ONLY,,,0.4963,,0,100.1,False
TAG_f1p2_b2p0_t90_m2p5_s3,1.2,2.0,90,2.5,3,perpendicular,FRAG_KILL,False,RADIAL_ONLY,,,0.5121,,0,270.3,False
TAG_f1p2_b2p0_t90_m2p5_s4,1.2,2.0,90,2.5,4,perpendicular,FRAG_KILL,False,RADIAL_ONLY,,,0.4983,,0,100.1,False
TAG_f1p2_b2p0_t90_m2p5_s5,1.2,2.0,90,2.5,5,perpendicular,FRAG_KILL,False,RADIAL_ONLY,,,0.511,,0,260.3,False
TAG_f1p2_b2p0_t90_m3p0_s1,1.2,2.0,90,3.0,1,perpendicular,FRAG_KILL,False,RADIAL_ONLY,,,0.4971,,0,100.1,False
TAG_f1p2_b2p0_t90_m3p0_s2,1.2,2.0,90,3.0,2,perpendicular,FRAG_KILL,False,RADIAL_ONLY,,,0.5081,,0,190.2,False
TAG_f1p2_b2p0_t90_m3p0_s3,1.2,2.0,90,3.0,3,perpendicular,FRAG_KILL,False,RADIAL_ONLY,,,0.4977,,0,100.1,False
TAG_f1p2_b2p0_t90_m3p0_s4,1.2,2.0,90,3.0,4,perpendicular,FRAG_KILL,False,RADIAL_ONLY,,,0.4967,,0,100.1,False
TAG_f1p2_b2p0_t90_m3p0_s5,1.2,2.0,90,3.0,5,perpendicular,FRAG_KILL,False,RADIAL_ONLY,,,0.4976,,0,100.1,False
TAG_f1p5_b0p3_t0_m1p0_s1,1.5,0.3,0,1.0,1,longitudinal,FRAG_KILL,True,FULL,14.0972,12.8802,1.3931,0.1091,9,370.4,False
TAG_f1p5_b0p3_t0_m1p0_s2,1.5,0.3,0,1.0,2,longitudinal,FRAG_KILL,True,FULL,6.2169,1.5337,1.3747,0.0985,9,220.2,False
TAG_f1p5_b0p3_t0_m1p0_s3,1.5,0.3,0,1.0,3,longitudinal,FRAG_KILL,True,FULL,9.1374,5.1242,1.4074,0.1495,9,300.3,False
TAG_f1p5_b0p3_t0_m1p0_s4,1.5,0.3,0,1.0,4,longitudinal,FRAG_KILL,True,FULL,6.8967,2.7526,1.3427,0.1087,6,210.2,False
TAG_f1p5_b0p3_t0_m1p0_s5,1.5,0.3,0,1.0,5,longitudinal,FRAG_KILL,True,FULL,6.9201,4.081,1.3975,0.1381,9,270.3,False
TAG_f1p5_b0p3_t0_m1p5_s1,1.5,0.3,0,1.5,1,longitudinal,FRAG_KILL,True,FULL,22.2135,13.9073,1.3068,0.0699,8,220.2,False
TAG_f1p5_b0p3_t0_m1p5_s2,1.5,0.3,0,1.5,2,longitudinal,FRAG_KILL,True,FULL,6.1538,1.6022,1.3448,0.12,9,230.3,False
TAG_f1p5_b0p3_t0_m1p5_s3,1.5,0.3,0,1.5,3,longitudinal,FRAG_KILL,True,FULL,8.8742,4.1431,1.3374,0.1191,9,220.2,False
TAG_f1p5_b0p3_t0_m1p5_s4,1.5,0.3,0,1.5,4,longitudinal,FRAG_KILL,True,FULL,7.3077,2.7409,1.3151,0.1196,7,240.3,False
TAG_f1p5_b0p3_t0_m1p5_s5,1.5,0.3,0,1.5,5,longitudinal,FRAG_KILL,True,FULL,5.8445,0.0968,1.3458,0.1291,9,250.3,False
TAG_f1p5_b0p3_t0_m2p0_s1,1.5,0.3,0,2.0,1,longitudinal,FRAG_KILL,True,FULL,20.6019,13.889,1.2806,0.0785,8,230.2,False
TAG_f1p5_b0p3_t0_m2p0_s2,1.5,0.3,0,2.0,2,longitudinal,FRAG_KILL,True,FULL,6.3318,1.7616,1.3245,0.1292,9,240.3,False
TAG_f1p5_b0p3_t0_m2p0_s3,1.5,0.3,0,2.0,3,longitudinal,FRAG_KILL,True,FULL,9.0196,4.7334,1.3315,0.1599,9,280.3,False
TAG_f1p5_b0p3_t0_m2p0_s4,1.5,0.3,0,2.0,4,longitudinal,FRAG_KILL,True,FULL,6.7468,2.665,1.2861,0.1182,6,230.3,False
TAG_f1p5_b0p3_t0_m2p0_s5,1.5,0.3,0,2.0,5,longitudinal,FRAG_KILL,True,FULL,5.8437,0.0833,1.3239,0.1394,9,280.3,False
TAG_f1p5_b0p3_t0_m2p5_s1,1.5,0.3,0,2.5,1,longitudinal,FRAG_KILL,True,FULL,15.0037,13.4111,1.314,0.1293,9,650.7,False
TAG_f1p5_b0p3_t0_m2p5_s2,1.5,0.3,0,2.5,2,longitudinal,FRAG_KILL,True,FULL,6.3662,1.7283,1.2913,0.1186,9,220.2,False
TAG_f1p5_b0p3_t0_m2p5_s3,1.5,0.3,0,2.5,3,longitudinal,FRAG_KILL,True,FULL,9.0551,3.9759,1.2882,0.1286,9,230.3,False
TAG_f1p5_b0p3_t0_m2p5_s4,1.5,0.3,0,2.5,4,longitudinal,FRAG_KILL,True,FULL,7.0573,2.7379,1.2645,0.1286,8,250.3,False
TAG_f1p5_b0p3_t0_m2p5_s5,1.5,0.3,0,2.5,5,longitudinal,FRAG_KILL,True,FULL,5.8403,0.1074,1.2968,0.1399,9,260.3,False
TAG_f1p5_b0p3_t0_m3p0_s1,1.5,0.3,0,3.0,1,longitudinal,FRAG_KILL,True,FULL,29.1071,10.5555,1.2174,0.0587,5,210.2,False
TAG_f1p5_b0p3_t0_m3p0_s2,1.5,0.3,0,3.0,2,longitudinal,FRAG_KILL,True,FULL,6.4366,1.7853,1.2621,0.1099,9,210.2,False
TAG_f1p5_b0p3_t0_m3p0_s3,1.5,0.3,0,3.0,3,longitudinal,FRAG_KILL,True,FULL,8.8264,3.924,1.2787,0.1396,9,250.3,False
TAG_f1p5_b0p3_t0_m3p0_s4,1.5,0.3,0,3.0,4,longitudinal,FRAG_KILL,True,FULL,6.9829,2.7754,1.2482,0.1294,7,230.3,False
TAG_f1p5_b0p3_t0_m3p0_s5,1.5,0.3,0,3.0,5,longitudinal,FRAG_KILL,True,FULL,5.8398,0.104,1.2859,0.1488,9,280.3,False
TAG_f1p5_b0p3_t90_m1p0_s1,1.5,0.3,90,1.0,1,perpendicular,FRAG_KILL,False,RADIAL_ONLY,,,0.4411,,0,220.2,False
TAG_f1p5_b0p3_t90_m1p0_s2,1.5,0.3,90,1.0,2,perpendicular,FRAG_KILL,False,RADIAL_ONLY,,,0.4332,,0,170.2,False
TAG_f1p5_b0p3_t90_m1p0_s3,1.5,0.3,90,1.0,3,perpendicular,FRAG_KILL,False,RADIAL_ONLY,,,0.533,,0,670.7,False
TAG_f1p5_b0p3_t90_m1p0_s4,1.5,0.3,90,1.0,4,perpendicular,FRAG_KILL,False,RADIAL_ONLY,,,0.504,,0,490.5,False
TAG_f1p5_b0p3_t90_m1p0_s5,1.5,0.3,90,1.0,5,perpendicular,FRAG_KILL,False,RADIAL_ONLY,,,0.4371,,0,160.2,False
TAG_f1p5_b0p3_t90_m1p5_s1,1.5,0.3,90,1.5,1,perpendicular,FRAG_KILL,False,RADIAL_ONLY,,,0.434,,0,200.2,False
TAG_f1p5_b0p3_t90_m1p5_s2,1.5,0.3,90,1.5,2,perpendicular,FRAG_KILL,False,RADIAL_ONLY,,,0.479,,0,320.4,False
TAG_f1p5_b0p3_t90_m1p5_s3,1.5,0.3,90,1.5,3,perpendicular,FRAG_KILL,False,RADIAL_ONLY,,,0.4961,,0,540.6,False
TAG_f1p5_b0p3_t90_m1p5_s4,1.5,0.3,90,1.5,4,perpendicular,FRAG_KILL,False,RADIAL_ONLY,,,0.509,,0,560.6,False
TAG_f1p5_b0p3_t90_m1p5_s5,1.5,0.3,90,1.5,5,perpendicular,FRAG_KILL,False,RADIAL_ONLY,,,0.437,,0,320.3,False
TAG_f1p5_b0p3_t90_m2p0_s1,1.5,0.3,90,2.0,1,perpendicular,FRAG_KILL,False,RADIAL_ONLY,,,0.4901,,0,630.7,False
TAG_f1p5_b0p3_t90_m2p0_s2,1.5,0.3,90,2.0,2,perpendicular,FRAG_KILL,False,RADIAL_ONLY,,,0.485,,0,430.5,False
TAG_f1p5_b0p3_t90_m2p0_s3,1.5,0.3,90,2.0,3,perpendicular,FRAG_KILL,False,RADIAL_ONLY,,,0.4861,,0,340.4,False
TAG_f1p5_b0p3_t90_m2p0_s4,1.5,0.3,90,2.0,4,perpendicular,FRAG_KILL,False,RADIAL_ONLY,,,0.4351,,0,170.2,False
TAG_f1p5_b0p3_t90_m2p0_s5,1.5,0.3,90,2.0,5,perpendicular,FRAG_KILL,False,RADIAL_ONLY,,,0.528,,0,520.6,False
TAG_f1p5_b0p3_t90_m2p5_s1,1.5,0.3,90,2.5,1,perpendicular,FRAG_KILL,False,RADIAL_ONLY,,,0.441,,0,170.2,False
TAG_f1p5_b0p3_t90_m2p5_s2,1.5,0.3,90,2.5,2,perpendicular,FRAG_KILL,False,RADIAL_ONLY,,,0.507,,0,1031.1,False
TAG_f1p5_b0p3_t90_m2p5_s3,1.5,0.3,90,2.5,3,perpendicular,FRAG_KILL,False,RADIAL_ONLY,,,0.5211,,0,550.6,False
TAG_f1p5_b0p3_t90_m2p5_s4,1.5,0.3,90,2.5,4,perpendicular,FRAG_KILL,False,RADIAL_ONLY,,,0.4981,,0,350.4,False
TAG_f1p5_b0p3_t90_m2p5_s5,1.5,0.3,90,2.5,5,perpendicular,FRAG_KILL,False,RADIAL_ONLY,,,0.441,,0,280.3,False
TAG_f1p5_b0p3_t90_m3p0_s1,1.5,0.3,90,3.0,1,perpendicular,FRAG_KILL,False,RADIAL_ONLY,,,0.49,,0,370.4,False
TAG_f1p5_b0p3_t90_m3p0_s2,1.5,0.3,90,3.0,2,perpendicular,FRAG_KILL,False,RADIAL_ONLY,,,0.4791,,0,650.7,False
TAG_f1p5_b0p3_t90_m3p0_s3,1.5,0.3,90,3.0,3,perpendicular,FRAG_KILL,False,RADIAL_ONLY,,,0.4961,,0,670.7,False
TAG_f1p5_b0p3_t90_m3p0_s4,1.5,0.3,90,3.0,4,perpendicular,FRAG_KILL,False,RADIAL_ONLY,,,0.4341,,0,200.2,False
TAG_f1p5_b0p3_t90_m3p0_s5,1.5,0.3,90,3.0,5,perpendicular,FRAG_KILL,False,RADIAL_ONLY,,,0.527,,0,891.0,False
TAG_f1p5_b0p5_t0_m1p0_s1,1.5,0.5,0,1.0,1,longitudinal,FRAG_KILL,True,FULL,5.7448,1.1397,1.1258,0.0898,10,260.3,False
TAG_f1p5_b0p5_t0_m1p0_s2,1.5,0.5,0,1.0,2,longitudinal,FRAG_KILL,True,FULL,5.4403,0.7601,1.1375,0.0989,11,280.3,False
TAG_f1p5_b0p5_t0_m1p0_s3,1.5,0.5,0,1.0,3,longitudinal,FRAG_KILL,True,FULL,5.0781,0.595,1.185,0.1494,10,911.0,False
TAG_f1p5_b0p5_t0_m1p0_s4,1.5,0.5,0,1.0,4,longitudinal,FRAG_KILL,True,FULL,5.1153,0.1248,1.1407,0.1287,10,320.4,False
TAG_f1p5_b0p5_t0_m1p0_s5,1.5,0.5,0,1.0,5,longitudinal,FRAG_KILL,True,FULL,9.8343,11.0583,1.1371,0.0992,11,260.3,False
TAG_f1p5_b0p5_t0_m1p5_s1,1.5,0.5,0,1.5,1,longitudinal,FRAG_KILL,True,FULL,6.0127,1.2274,1.097,0.0802,10,280.3,False
TAG_f1p5_b0p5_t0_m1p5_s2,1.5,0.5,0,1.5,2,longitudinal,FRAG_KILL,True,FULL,5.3966,0.7093,1.1209,0.1188,11,300.3,False
TAG_f1p5_b0p5_t0_m1p5_s3,1.5,0.5,0,1.5,3,longitudinal,FRAG_KILL,True,FULL,5.1011,0.5696,1.168,0.1592,10,1351.6,False
TAG_f1p5_b0p5_t0_m1p5_s4,1.5,0.5,0,1.5,4,longitudinal,FRAG_KILL,True,FULL,5.0781,0.1009,1.0547,0.0688,8,180.2,False
TAG_f1p5_b0p5_t0_m1p5_s5,1.5,0.5,0,1.5,5,longitudinal,FRAG_KILL,True,FULL,10.3299,11.4034,1.1137,0.1091,11,260.3,False
TAG_f1p5_b0p5_t0_m2p0_s1,1.5,0.5,0,2.0,1,longitudinal,FRAG_KILL,True,FULL,6.0185,1.2323,1.079,0.079,10,290.3,False
TAG_f1p5_b0p5_t0_m2p0_s2,1.5,0.5,0,2.0,2,longitudinal,FRAG_KILL,True,FULL,5.408,0.7307,1.0923,0.1091,11,260.3,False
TAG_f1p5_b0p5_t0_m2p0_s3,1.5,0.5,0,2.0,3,longitudinal,FRAG_KILL,True,FULL,5.1345,0.1966,1.0936,0.1092,9,270.3,False
TAG_f1p5_b0p5_t0_m2p0_s4,1.5,0.5,0,2.0,4,longitudinal,FRAG_KILL,True,FULL,5.2451,0.1947,1.121,0.159,10,1131.3,False
TAG_f1p5_b0p5_t0_m2p0_s5,1.5,0.5,0,2.0,5,longitudinal,FRAG_KILL,True,FULL,8.1548,9.9318,1.119,0.1294,11,630.7,False
TAG_f1p5_b0p5_t0_m2p5_s1,1.5,0.5,0,2.5,1,longitudinal,FRAG_KILL,True,FULL,5.9583,1.182,1.0669,0.0894,10,300.3,False
TAG_f1p5_b0p5_t0_m2p5_s2,1.5,0.5,0,2.5,2,longitudinal,FRAG_KILL,True,FULL,5.8021,0.8873,1.0684,0.0893,11,240.3,False
TAG_f1p5_b0p5_t0_m2p5_s3,1.5,0.5,0,2.5,3,longitudinal,FRAG_KILL,True,FULL,5.4207,1.1595,1.0847,0.1198,9,290.3,False
TAG_f1p5_b0p5_t0_m2p5_s4,1.5,0.5,0,2.5,4,longitudinal,FRAG_KILL,True,FULL,5.601,1.582,1.0632,0.1195,10,270.3,False
TAG_f1p5_b0p5_t0_m2p5_s5,1.5,0.5,0,2.5,5,longitudinal,FRAG_KILL,True,FULL,10.2517,11.4622,1.0793,0.1098,11,280.3,False
TAG_f1p5_b0p5_t0_m3p0_s1,1.5,0.5,0,3.0,1,longitudinal,FRAG_KILL,True,FULL,9.0156,8.9433,1.0484,0.0888,10,270.3,False
TAG_f1p5_b0p5_t0_m3p0_s2,1.5,0.5,0,3.0,2,longitudinal,FRAG_KILL,True,FULL,5.4601,0.6767,1.063,0.1085,11,250.3,False
