run_id,tag,f,beta,mturb,theta,seed,status,runtime_s,lW,lW_status,t_frag,morphology,tau_peak_max,tau_peak_mean,survives_0p1,n_peaks_final,n_peak_events,peak_analysis_status,n_athdf_purged,returncode
RTC_CG_f1p0_b0p3_m2p0_t0_s3,CG,1.0,0.3,2.0,0,3,failed,120.60534954071045,,no_athdf,0.309018,RADIAL_COLLAPSE,0.19952090084552765,0.13959606736898422,True,4,4,ok,31,-2
RTC_CG_f1p0_b0p3_m2p0_t90_s3,CG,1.0,0.3,2.0,90,3,failed,301.3703682422638,,no_athdf,0.339035,RADIAL_COLLAPSE,0.22925028949975967,0.1347117517143488,True,3,4,ok,34,-2
RTC_CG_f1p0_b0p3_m2p0_t90_s1,CG,1.0,0.3,2.0,90,1,failed,406.93883061408997,,no_athdf,0.368,RADIAL_COLLAPSE,0.21957512199878693,0.14291473726431528,True,2,3,ok,37,-2
RTC_CG_f1p0_b0p3_m2p0_t90_s2,CG,1.0,0.3,2.0,90,2,failed,406.9180951118469,,no_athdf,0.338033,RADIAL_COLLAPSE,0.22992512583732605,0.10996200144290924,True,2,3,ok,34,-2
RTC_CG_f1p0_b0p3_m2p0_t0_s2,CG,1.0,0.3,2.0,0,2,failed,467.3260598182678,,no_athdf,0.327005,RADIAL_COLLAPSE,0.2200881913304329,0.10171103924512863,True,4,5,ok,33,-2
RTC_CG_f1p0_b0p5_m2p0_t0_s3,CG,1.0,0.5,2.0,0,3,failed,135.6958725452423,,no_athdf,0.308056,RADIAL_COLLAPSE,0.19883286207914352,0.13930381648242474,True,4,4,ok,31,-2
RTC_CG_f1p0_b0p5_m2p0_t90_s1,CG,1.0,0.5,2.0,90,1,failed,271.3210813999176,,no_athdf,0.358034,RADIAL_COLLAPSE,0.20956794917583466,0.13320513566335043,True,2,3,ok,36,-2
RTC_CG_f1p0_b0p5_m2p0_t90_s2,CG,1.0,0.5,2.0,90,2,failed,301.51258397102356,,no_athdf,0.331019,RADIAL_COLLAPSE,0.22906926274299622,0.09953729063272476,True,3,4,ok,34,-2
RTC_CG_f1p0_b0p5_m2p0_t90_s3,CG,1.0,0.5,2.0,90,3,failed,1040.0903165340424,,no_athdf,0.358011,RADIAL_COLLAPSE,0.24968358129262924,0.1669881585985422,True,2,4,ok,36,-2
RTC_CG_f1p0_b0p5_m2p0_t0_s1,CG,1.0,0.5,2.0,0,1,failed,2170.4583060741425,,no_athdf,0.387,RADIAL_COLLAPSE,0.23948617279529572,0.09237427583762578,True,4,7,ok,39,-2
RTC_CG_f1p0_b1p0_m2p0_t0_s2,CG,1.0,1.0,2.0,0,2,failed,1778.382455587387,,no_athdf,0.321,RADIAL_COLLAPSE,0.21926163136959076,0.10176604092121125,True,4,5,ok,33,-2
RTC_CG_f1p0_b1p0_m2p0_t90_s1,CG,1.0,1.0,2.0,90,1,failed,376.8312363624573,,no_athdf,0.336014,RADIAL_COLLAPSE,0.19006970524787903,0.0946120172739029,True,2,4,ok,34,-2
RTC_CG_f1p0_b1p0_m2p0_t90_s2,CG,1.0,1.0,2.0,90,2,failed,226.0252034664154,,no_athdf,0.307027,RADIAL_COLLAPSE,0.19998924434185028,0.11982363959153493,True,3,3,ok,31,-2
RTC_CG_f1p0_b1p0_m2p0_t90_s3,CG,1.0,1.0,2.0,90,3,failed,135.67397689819336,,no_athdf,0.30607,RADIAL_COLLAPSE,0.1990954726934433,0.13679750636219978,True,4,4,ok,31,-2
RTC_CG_f1p0_b0p3_m2p0_t0_s1,CG,1.0,0.3,2.0,0,1,failed,3798.2767066955566,,no_athdf,0.386,RADIAL_COLLAPSE,0.2391619086265564,0.09111058924879346,True,4,7,ok,39,-2
RTC_CG_f1p0_b1p0_m2p0_t0_s1,CG,1.0,1.0,2.0,0,1,failed,3511.7843532562256,,no_athdf,0.400001,RADIAL_COLLAPSE,0.25981834530830383,0.09112431667745113,True,5,8,ok,41,-2
RTC_CG_f1p0_b0p5_m2p0_t0_s2,CG,1.0,0.5,2.0,0,2,failed,3949.2071442604065,,no_athdf,0.329,RADIAL_COLLAPSE,0.21969807147979736,0.10177241861820222,True,4,5,ok,33,-2
RTC_CG_f1p0_b2p0_m2p0_t0_s1,CG,1.0,2.0,2.0,0,1,failed,1522.4234549999237,,no_athdf,0.387,RADIAL_COLLAPSE,0.2386689931154251,0.09251698638711657,True,4,7,ok,39,-2
RTC_CG_f1p0_b2p0_m2p0_t90_s1,CG,1.0,2.0,2.0,90,1,failed,120.61083030700684,,no_athdf,0.337036,RADIAL_COLLAPSE,0.18887144327163696,0.09929632022976875,True,3,4,ok,34,-2
RTC_CG_f1p0_b2p0_m2p0_t90_s2,CG,1.0,2.0,2.0,90,2,failed,180.90780758857727,,no_athdf,0.299154,RADIAL_COLLAPSE,0.18945297598838806,0.0924709104001522,True,3,4,ok,30,-2
RTC_CG_f1p2_b0p3_m2p0_t0_s2,CG,1.2,0.3,2.0,0,2,failed,135.59302926063538,,no_athdf,0.310006,RADIAL_COLLAPSE,0.20875167101621628,0.09747089892625808,True,4,5,ok,32,-2
RTC_CG_f1p0_b2p0_m2p0_t90_s3,CG,1.0,2.0,2.0,90,3,failed,512.5457870960236,,no_athdf,0.357013,RADIAL_COLLAPSE,0.24840600788593292,0.1791374683380127,True,3,4,ok,36,-2
RTC_CG_f1p2_b0p3_m2p0_t90_s1,CG,1.2,0.3,2.0,90,1,failed,452.15481758117676,,no_athdf,0.353022,RADIAL_COLLAPSE,0.20996402204036713,0.13656583428382874,True,2,3,ok,36,-2
RTC_CG_f1p2_b0p3_m2p0_t90_s2,CG,1.2,0.3,2.0,90,2,failed,180.85958409309387,,no_athdf,0.310024,RADIAL_COLLAPSE,0.2088250145316124,0.09928254534800847,True,2,3,ok,32,-2
RTC_CG_f1p2_b0p3_m2p0_t0_s3,CG,1.2,0.3,2.0,0,3,failed,1024.9486243724823,,no_athdf,0.379022,RADIAL_COLLAPSE,0.2692665681242943,0.16350899487733841,True,4,5,ok,38,-2
RTC_CG_f1p2_b0p3_m2p0_t90_s3,CG,1.2,0.3,2.0,90,3,failed,286.34741377830505,,no_athdf,0.316057,RADIAL_COLLAPSE,0.20936135202646255,0.12183641828596592,True,3,4,ok,32,-2
RTC_CG_f1p2_b0p5_m2p0_t0_s1,CG,1.2,0.5,2.0,0,1,failed,150.68440413475037,,no_athdf,0.342042,RADIAL_COLLAPSE,0.19974595308303833,0.08152564615011215,True,3,6,ok,35,-2
RTC_CG_f1p2_b0p5_m2p0_t0_s3,CG,1.2,0.5,2.0,0,3,failed,90.46485209465027,,no_athdf,0.281414,RADIAL_COLLAPSE,0.17908058315515518,0.119668735191226,True,4,4,ok,29,-2
RTC_CG_f1p2_b0p5_m2p0_t0_s2,CG,1.2,0.5,2.0,0,2,failed,120.58111667633057,,no_athdf,0.301188,RADIAL_COLLAPSE,0.19979219138622284,0.09184857904911041,True,3,5,ok,31,-2
RTC_CG_f1p2_b0p5_m2p0_t90_s2,CG,1.2,0.5,2.0,90,2,failed,286.41497445106506,,no_athdf,0.298042,RADIAL_COLLAPSE,0.18927010893821716,0.10286598900953929,True,2,3,ok,30,-2
RTC_CG_f1p2_b0p5_m2p0_t90_s1,CG,1.2,0.5,2.0,90,1,failed,391.93896770477295,,no_athdf,0.348017,RADIAL_COLLAPSE,0.1999143809080124,0.12978318333625793,True,2,3,ok,35,-2
RTC_CG_f1p0_b1p0_m2p0_t0_s3,CG,1.0,1.0,2.0,0,3,failed,4838.4779686927795,,no_athdf,0.394001,RADIAL_COLLAPSE,0.28992318361997604,0.14979647969206175,True,4,6,ok,40,-2
RTC_CG_f1p2_b0p5_m2p0_t90_s3,CG,1.2,0.5,2.0,90,3,failed,301.4814147949219,,no_athdf,0.306019,RADIAL_COLLAPSE,0.1998443901538849,0.13201086968183517,True,3,4,ok,31,-2
RTC_CG_f1p2_b0p3_m2p0_t0_s1,CG,1.2,0.3,2.0,0,1,failed,3798.0788340568542,,no_athdf,0.382,RADIAL_COLLAPSE,0.23939280211925507,0.091346908892904,True,4,7,ok,39,-2
RTC_CG_f1p2_b1p0_m2p0_t90_s1,CG,1.2,1.0,2.0,90,1,failed,195.92220664024353,,no_athdf,0.322091,RADIAL_COLLAPSE,0.17910489439964294,0.0897093340754509,True,2,4,ok,33,-2
RTC_CG_f1p2_b1p0_m2p0_t90_s2,CG,1.2,1.0,2.0,90,2,failed,241.17172861099243,,no_athdf,0.287097,RADIAL_COLLAPSE,0.17866642028093338,0.1096470629175504,True,2,3,ok,29,-2
RTC_CG_f1p2_b1p0_m2p0_t90_s3,CG,1.2,1.0,2.0,90,3,failed,753.6188373565674,,no_athdf,0.306032,RADIAL_COLLAPSE,0.19925415515899658,0.13687439635396004,True,4,4,ok,31,-2
RTC_CG_f1p0_b2p0_m2p0_t0_s3,CG,1.0,2.0,2.0,0,3,failed,5561.7578682899475,,no_athdf,0.399,RADIAL_COLLAPSE,0.2894332781434059,0.14948299899697304,True,4,6,ok,40,-2
RTC_CG_f1p2_b1p0_m2p0_t0_s1,CG,1.2,1.0,2.0,0,1,failed,3587.3695867061615,,no_athdf,0.365001,RADIAL_COLLAPSE,0.21875271201133728,0.08265618979930878,True,4,7,ok,37,-2
RTC_CG_f1p0_b2p0_m2p0_t0_s2,CG,1.0,2.0,2.0,0,2,failed,7204.23784160614,7.34375,ok:5_peaks,0.3600001037120819,FULL,0.25878003239631653,0.0969056785106659,True,5,7,ok,37,-9
RTC_CG_f1p2_b2p0_m2p0_t90_s1,CG,1.2,2.0,2.0,90,1,failed,150.6637544631958,,no_athdf,0.322151,RADIAL_COLLAPSE,0.1793513298034668,0.09707643464207649,True,2,4,ok,33,-2
RTC_CG_f1p2_b2p0_m2p0_t90_s2,CG,1.2,2.0,2.0,90,2,failed,135.6540298461914,,no_athdf,0.287023,RADIAL_COLLAPSE,0.1795596107840538,0.08979061804711819,True,3,4,ok,29,-2
RTC_CG_f1p2_b2p0_m2p0_t90_s3,CG,1.2,2.0,2.0,90,3,failed,874.1456305980682,,no_athdf,0.356034,RADIAL_COLLAPSE,0.24854499846696854,0.17921951226890087,True,4,4,ok,36,-2
RTC_CG_f1p5_b0p3_m2p0_t0_s1,CG,1.5,0.3,2.0,0,1,failed,211.0501368045807,,no_athdf,0.328066,RADIAL_COLLAPSE,0.17980355024337769,0.08589379489421844,True,4,5,ok,33,-2
RTC_CG_f1p5_b0p3_m2p0_t0_s2,CG,1.5,0.3,2.0,0,2,failed,105.53853487968445,,no_athdf,0.27219,RADIAL_COLLAPSE,0.1689591184258461,0.09447960369288921,True,3,4,ok,28,-2
RTC_CG_f1p5_b0p3_m2p0_t0_s3,CG,1.5,0.3,2.0,0,3,failed,210.9715404510498,,no_athdf,0.291161,RADIAL_COLLAPSE,0.18937526643276215,0.1295233555138111,True,4,4,ok,30,-2
RTC_CG_f1p2_b1p0_m2p0_t0_s3,CG,1.2,1.0,2.0,0,3,failed,5756.853799581528,,no_athdf,0.391001,RADIAL_COLLAPSE,0.28838006407022476,0.14763441557685533,True,4,6,ok,40,-2
RTC_CG_f1p5_b0p3_m2p0_t90_s1,CG,1.5,0.3,2.0,90,1,failed,557.7523317337036,,no_athdf,0.333042,RADIAL_COLLAPSE,0.1894897222518921,0.1795457899570465,True,3,2,ok,34,-2
RTC_CG_f1p5_b0p3_m2p0_t90_s2,CG,1.5,0.3,2.0,90,2,failed,512.4704301357269,,no_athdf,0.292011,RADIAL_COLLAPSE,0.1890573501586914,0.0930938720703125,True,2,3,ok,30,-2
RTC_CG_f1p5_b0p3_m2p0_t90_s3,CG,1.5,0.3,2.0,90,3,failed,512.3912100791931,,no_athdf,0.297029,RADIAL_COLLAPSE,0.18959956616163254,0.1120834369212389,True,3,4,ok,30,-2
RTC_CG_f1p2_b1p0_m2p0_t0_s2,CG,1.2,1.0,2.0,0,2,failed,7204.036502599716,7.447916666666667,ok:5_peaks,0.35000014305114746,FULL,0.24935661256313324,0.09547153753893715,True,5,7,ok,36,-9
RTC_CG_f1p5_b0p5_m2p0_t0_s3,CG,1.5,0.5,2.0,0,3,failed,226.02500438690186,,no_athdf,0.31801,RADIAL_COLLAPSE,0.2090878263115883,0.14962897635996342,True,4,4,ok,32,-2
RTC_CG_f1p2_b2p0_m2p0_t0_s1,CG,1.2,2.0,2.0,0,1,failed,4747.82452249527,,no_athdf,0.398,RADIAL_COLLAPSE,0.21908687055110931,0.07855333387851715,True,5,9,ok,40,-2
RTC_CG_f1p5_b0p5_m2p0_t90_s1,CG,1.5,0.5,2.0,90,1,failed,211.06007838249207,,no_athdf,0.309017,RADIAL_COLLAPSE,0.15934714674949646,0.1493014097213745,True,2,2,ok,31,-2
RTC_CG_f1p5_b0p5_m2p0_t90_s2,CG,1.5,0.5,2.0,90,2,failed,150.73142099380493,,no_athdf,0.278001,RADIAL_COLLAPSE,0.1695384457707405,0.08983136465152104,True,2,3,ok,28,-2
RTC_CG_f1p5_b0p5_m2p0_t90_s3,CG,1.5,0.5,2.0,90,3,failed,331.5964992046356,,no_athdf,0.315023,RADIAL_COLLAPSE,0.20868148654699326,0.14425449632108212,True,3,4,ok,32,-2
RTC_CG_f1p2_b2p0_m2p0_t0_s3,CG,1.2,2.0,2.0,0,3,failed,5848.174911737442,,no_athdf,0.398,RADIAL_COLLAPSE,0.28960610926151276,0.1496103877822558,True,4,6,ok,40,-2
RTC_CG_f1p2_b2p0_m2p0_t0_s2,CG,1.2,2.0,2.0,0,2,failed,7204.215003967285,7.291666666666667,ok:5_peaks,0.3600010871887207,FULL,0.2589656710624695,0.1010561500276838,True,5,7,ok,37,-9
RTC_CG_f1p5_b1p0_m2p0_t90_s1,CG,1.5,1.0,2.0,90,1,failed,195.97497606277466,,no_athdf,0.305086,RADIAL_COLLAPSE,0.15970809757709503,0.08222805336117744,True,2,4,ok,31,-2
RTC_CG_f1p5_b1p0_m2p0_t90_s2,CG,1.5,1.0,2.0,90,2,failed,135.63304138183594,,no_athdf,0.268011,RADIAL_COLLAPSE,0.15899500250816345,0.09631665050983429,True,2,3,ok,27,-2
RTC_CG_f1p5_b1p0_m2p0_t90_s3,CG,1.5,1.0,2.0,90,3,failed,256.19917392730713,,no_athdf,0.270048,RADIAL_COLLAPSE,0.16950538754463196,0.1068580150604248,True,4,4,ok,28,-2
RTC_CG_f1p5_b0p5_m2p0_t0_s2,CG,1.5,0.5,2.0,0,2,failed,6104.146953344345,,no_athdf,0.334,RADIAL_COLLAPSE,0.22988859564065933,0.09640199815233548,True,5,6,ok,34,-2
RTC_CG_f1p5_b1p0_m2p0_t0_s1,CG,1.5,1.0,2.0,0,1,failed,4958.657843112946,,no_athdf,0.385001,RADIAL_COLLAPSE,0.21888123452663422,0.0958479642868042,True,5,8,ok,39,-2
RTC_CG_f1p5_b0p5_m2p0_t0_s1,CG,1.5,0.5,2.0,0,1,failed,6812.522904396057,,no_athdf,0.391001,RADIAL_COLLAPSE,0.21884827315807343,0.07894614785909652,True,5,10,ok,40,-2
RTC_CG_f1p5_b2p0_m2p0_t90_s1,CG,1.5,2.0,2.0,90,1,failed,135.68552613258362,,no_athdf,0.305204,RADIAL_COLLAPSE,0.1600978970527649,0.08493505045771599,True,2,4,ok,31,-2
RTC_CG_f1p5_b2p0_m2p0_t90_s2,CG,1.5,2.0,2.0,90,2,failed,241.1981041431427,,no_athdf,0.277127,RADIAL_COLLAPSE,0.16973167657852173,0.08720095455646515,True,2,4,ok,28,-2
RTC_CG_f1p5_b2p0_m2p0_t90_s3,CG,1.5,2.0,2.0,90,3,failed,135.66787123680115,,no_athdf,0.277105,RADIAL_COLLAPSE,0.1688118353486061,0.10936643742024899,True,4,4,ok,28,-2
RTC_CG_f2p0_b0p3_m2p0_t0_s1,CG,2.0,0.3,2.0,0,1,failed,376.8774836063385,,no_athdf,0.322019,RADIAL_COLLAPSE,0.17905737459659576,0.061041250824928284,True,6,8,ok,33,-2
RTC_CG_f2p0_b0p3_m2p0_t0_s2,CG,2.0,0.3,2.0,0,2,failed,135.68625807762146,,no_athdf,0.263062,RADIAL_COLLAPSE,0.15906469523906708,0.09721072018146515,True,4,4,ok,27,-2
RTC_CG_f2p0_b0p3_m2p0_t0_s3,CG,2.0,0.3,2.0,0,3,failed,226.09762573242188,,no_athdf,0.276095,RADIAL_COLLAPSE,0.16956038773059845,0.1093456894159317,True,4,4,ok,28,-2
RTC_CG_f2p0_b0p3_m2p0_t90_s1,CG,2.0,0.3,2.0,90,1,failed,346.59946608543396,,no_athdf,0.289034,RADIAL_COLLAPSE,0.13943371176719666,0.1292562410235405,True,2,2,ok,29,-2
RTC_CG_f1p5_b2p0_m2p0_t0_s1,CG,1.5,2.0,2.0,0,1,failed,4340.664453029633,,no_athdf,0.389,RADIAL_COLLAPSE,0.2199150025844574,0.08531672424740261,True,5,9,ok,39,-2
RTC_CG_f1p5_b1p0_m2p0_t0_s2,CG,1.5,1.0,2.0,0,2,failed,7204.345324039459,7.5,ok:5_peaks,0.3500051200389862,FULL,0.2495163530111313,0.09828656911849976,True,5,7,ok,36,-9
RTC_CG_f2p0_b0p3_m2p0_t90_s2,CG,2.0,0.3,2.0,90,2,failed,467.23306703567505,,no_athdf,0.26405,RADIAL_COLLAPSE,0.15948232263326645,0.07651750991741817,True,2,3,ok,27,-2
RTC_CG_f2p0_b0p5_m2p0_t0_s1,CG,2.0,0.5,2.0,0,1,failed,135.69108748435974,,no_athdf,0.286167,RADIAL_COLLAPSE,0.13954085111618042,0.08966320753097534,True,2,4,ok,29,-2
RTC_CG_f2p0_b0p3_m2p0_t90_s3,CG,2.0,0.3,2.0,90,3,failed,437.14203453063965,,no_athdf,0.269025,RADIAL_COLLAPSE,0.1599968820810318,0.0948355682194233,True,4,4,ok,27,-2
RTC_CG_f2p0_b0p5_m2p0_t0_s2,CG,2.0,0.5,2.0,0,2,failed,346.69550371170044,,no_athdf,0.300107,RADIAL_COLLAPSE,0.19879332929849625,0.09123038376371066,True,4,6,ok,31,-2
RTC_CG_f2p0_b0p5_m2p0_t0_s3,CG,2.0,0.5,2.0,0,3,failed,226.12675189971924,,no_athdf,0.26905,RADIAL_COLLAPSE,0.15926458686590195,0.09941980056464672,True,4,4,ok,27,-2
RTC_CG_f2p0_b0p5_m2p0_t90_s1,CG,2.0,0.5,2.0,90,1,failed,105.52928376197815,,no_athdf,0.269082,RADIAL_COLLAPSE,0.11922739446163177,0.10943663120269775,True,2,2,ok,27,-2
RTC_CG_f2p0_b0p5_m2p0_t90_s2,CG,2.0,0.5,2.0,90,2,failed,165.83552646636963,,no_athdf,0.253028,RADIAL_COLLAPSE,0.14985574781894684,0.08336324989795685,True,2,3,ok,26,-2
RTC_CG_f2p0_b0p5_m2p0_t90_s3,CG,2.0,0.5,2.0,90,3,failed,452.1100239753723,,no_athdf,0.300117,RADIAL_COLLAPSE,0.19912970066070557,0.1370595581829548,True,4,4,ok,31,-2
RTC_CG_f1p5_b1p0_m2p0_t0_s3,CG,1.5,1.0,2.0,0,3,failed,7204.568474769592,6.458333333333334,ok:4_peaks,0.3800002932548523,FULL,0.27853595465421677,0.14444145684440932,True,4,6,ok,39,-9
RTC_CG_f2p0_b1p0_m2p0_t90_s1,CG,2.0,1.0,2.0,90,1,failed,135.6694357395172,,no_athdf,0.273053,RADIAL_COLLAPSE,0.12957334518432617,0.06731343269348145,True,2,4,ok,28,-2
RTC_CG_f2p0_b1p0_m2p0_t0_s2,CG,2.0,1.0,2.0,0,2,failed,934.4133775234222,,no_athdf,0.297,RADIAL_COLLAPSE,0.18977544456720352,0.10176562517881393,True,4,5,ok,30,-2
RTC_CG_f2p0_b1p0_m2p0_t90_s2,CG,2.0,1.0,2.0,90,2,failed,90.38180589675903,,no_athdf,0.247206,RADIAL_COLLAPSE,0.13942692428827286,0.06957773305475712,True,3,4,ok,25,-2
RTC_CG_f2p0_b1p0_m2p0_t90_s3,CG,2.0,1.0,2.0,90,3,failed,120.49759769439697,,no_athdf,0.250138,RADIAL_COLLAPSE,0.14996610581874847,0.08950422704219818,True,4,4,ok,26,-2
RTC_CG_f1p5_b2p0_m2p0_t0_s2,CG,1.5,2.0,2.0,0,2,failed,4386.142399549484,,no_athdf,0.352,RADIAL_COLLAPSE,0.2492414340376854,0.09680509035076414,True,5,7,ok,36,-2
RTC_CG_f1p5_b2p0_m2p0_t0_s3,CG,1.5,2.0,2.0,0,3,failed,7204.9117176532745,5.729166666666667,ok:4_peaks,0.39000067114830017,FULL,0.2898654043674469,0.15299860636393228,True,4,6,ok,40,-9
RTC_CG_f2p0_b2p0_m2p0_t90_s1,CG,2.0,2.0,2.0,90,1,failed,105.53061604499817,,no_athdf,0.281145,RADIAL_COLLAPSE,0.13957828283309937,0.07982517033815384,True,2,4,ok,29,-2
RTC_CG_f2p0_b2p0_m2p0_t90_s2,CG,2.0,2.0,2.0,90,2,failed,105.53898286819458,,no_athdf,0.251021,RADIAL_COLLAPSE,0.1485510841012001,0.07921353168785572,True,3,4,ok,26,-2
RTC_CG_f2p0_b2p0_m2p0_t90_s3,CG,2.0,2.0,2.0,90,3,failed,286.4123115539551,,no_athdf,0.261016,RADIAL_COLLAPSE,0.15913255512714386,0.09926312416791916,True,4,4,ok,27,-2
RTC_CG_f1p0_b0p3_m2p5_t0_s1,CG,1.0,0.3,2.5,0,1,failed,572.731969833374,,no_athdf,0.354,RADIAL_COLLAPSE,0.23006772249937057,0.08851552541766848,True,4,7,ok,36,-2
RTC_CG_f1p0_b0p3_m2p5_t0_s2,CG,1.0,0.3,2.5,0,2,failed,195.9903609752655,,no_athdf,0.296013,RADIAL_COLLAPSE,0.2094551846385002,0.09983223527669907,True,4,5,ok,30,-2
RTC_CG_f1p0_b0p3_m2p5_t0_s3,CG,1.0,0.3,2.5,0,3,failed,452.2415783405304,,no_athdf,0.295056,RADIAL_COLLAPSE,0.19888455420732498,0.14945824444293976,True,4,4,ok,30,-2
RTC_CG_f1p0_b0p3_m2p5_t90_s1,CG,1.0,0.3,2.5,90,1,failed,497.3337354660034,,no_athdf,0.348012,RADIAL_COLLAPSE,0.2196487933397293,0.13981951276461282,True,2,3,ok,35,-2
RTC_CG_f2p0_b1p0_m2p0_t0_s1,CG,2.0,1.0,2.0,0,1,failed,6707.432606220245,,no_athdf,0.382,RADIAL_COLLAPSE,0.23986263573169708,0.09558181961377461,True,5,9,ok,39,-2
RTC_CG_f1p0_b0p3_m2p5_t90_s3,CG,1.0,0.3,2.5,90,3,failed,422.01227498054504,,no_athdf,0.320032,RADIAL_COLLAPSE,0.22979094088077545,0.14713246934115887,True,2,4,ok,33,-2
RTC_CG_f2p0_b1p0_m2p0_t0_s3,CG,2.0,1.0,2.0,0,3,failed,7038.771975278854,,no_athdf,0.373001,RADIAL_COLLAPSE,0.2687939777970314,0.14956537509957948,True,4,6,ok,38,-2
RTC_CG_f1p0_b0p3_m2p5_t90_s2,CG,1.0,0.3,2.5,90,2,failed,904.380701303482,,no_athdf,0.334003,RADIAL_COLLAPSE,0.24996139854192734,0.10749438591301441,True,2,4,ok,34,-2
RTC_CG_f1p0_b0p5_m2p5_t0_s2,CG,1.0,0.5,2.5,0,2,failed,346.66606187820435,,no_athdf,0.298105,RADIAL_COLLAPSE,0.20945607870817184,0.0996348962187767,True,4,5,ok,30,-2
RTC_CG_f1p0_b0p5_m2p5_t0_s3,CG,1.0,0.5,2.5,0,3,failed,361.7378730773926,,no_athdf,0.300076,RADIAL_COLLAPSE,0.20939559489488602,0.15929222479462624,True,3,4,ok,31,-2
RTC_CG_f1p0_b0p5_m2p5_t0_s1,CG,1.0,0.5,2.5,0,1,failed,753.5769691467285,,no_athdf,0.349,RADIAL_COLLAPSE,0.21953292191028595,0.08277653157711029,True,4,7,ok,35,-2
RTC_CG_f1p0_b0p5_m2p5_t90_s1,CG,1.0,0.5,2.5,90,1,failed,407.01544189453125,,no_athdf,0.336003,RADIAL_COLLAPSE,0.20977795124053955,0.13318921625614166,True,2,3,ok,34,-2
RTC_CG_f2p0_b2p0_m2p0_t0_s1,CG,2.0,2.0,2.0,0,1,failed,7204.759822130203,5.729166666666667,ok:6_peaks,0.3800005614757538,FULL,0.2393786460161209,0.09863001273738013,True,6,9,ok,39,-9
RTC_CG_f2p0_b2p0_m2p0_t0_s2,CG,2.0,2.0,2.0,0,2,failed,7204.784874916077,7.5,ok:5_peaks,0.37000134587287903,FULL,0.2696949318051338,0.12830664536782674,True,5,7,ok,38,-9
RTC_CG_f2p0_b2p0_m2p0_t0_s3,CG,2.0,2.0,2.0,0,3,failed,7204.306339025497,5.104166666666667,ok:5_peaks,0.38000091910362244,FULL,0.2785790115594864,0.15285986413558325,True,5,6,ok,39,-9
RTC_CG_f1p0_b1p0_m2p5_t90_s1,CG,1.0,1.0,2.5,90,1,failed,467.2990188598633,,no_athdf,0.336038,RADIAL_COLLAPSE,0.20922543108463287,0.0778161808848381,True,3,6,ok,34,-2
RTC_CG_f1p0_b0p5_m2p5_t90_s3,CG,1.0,0.5,2.5,90,3,failed,1024.966969013214,,no_athdf,0.326075,RADIAL_COLLAPSE,0.229677215218544,0.16438565775752068,True,2,4,ok,33,-2
RTC_CG_f1p0_b1p0_m2p5_t90_s2,CG,1.0,1.0,2.5,90,2,failed,241.14693474769592,,no_athdf,0.288057,RADIAL_COLLAPSE,0.19898919761180878,0.09708043560385704,True,3,4,ok,29,-2
RTC_CG_f1p0_b0p5_m2p5_t90_s2,CG,1.0,0.5,2.5,90,2,failed,1401.7946858406067,,no_athdf,0.37204,RADIAL_COLLAPSE,0.2893320769071579,0.12579953372478486,True,4,5,ok,38,-2
RTC_CG_f1p0_b1p0_m2p5_t0_s1,CG,1.0,1.0,2.5,0,1,failed,1386.8395292758942,,no_athdf,0.354,RADIAL_COLLAPSE,0.2288314774632454,0.08949912126575198,True,4,7,ok,36,-2
RTC_CG_f1p0_b1p0_m2p5_t90_s3,CG,1.0,1.0,2.5,90,3,failed,1055.213398218155,,no_athdf,0.379022,RADIAL_COLLAPSE,0.2799113243818283,0.1619007632136345,True,3,5,ok,38,-2
RTC_CG_f1p0_b2p0_m2p5_t90_s1,CG,1.0,2.0,2.5,90,1,failed,180.88858699798584,,no_athdf,0.323043,RADIAL_COLLAPSE,0.19906587153673172,0.07476327940821648,True,3,6,ok,33,-2
RTC_CG_f1p0_b2p0_m2p5_t0_s2,CG,1.0,2.0,2.5,0,2,failed,949.3731110095978,,no_athdf,0.299,RADIAL_COLLAPSE,0.20858986675739288,0.09972540587186814,True,4,5,ok,30,-2
RTC_CG_f1p0_b2p0_m2p5_t0_s1,CG,1.0,2.0,2.5,0,1,failed,1236.0021958351135,,no_athdf,0.359,RADIAL_COLLAPSE,0.229993037879467,0.08819994862590518,True,4,7,ok,36,-2
RTC_CG_f1p0_b1p0_m2p5_t0_s2,CG,1.0,1.0,2.5,0,2,failed,2396.637849330902,,no_athdf,0.299,RADIAL_COLLAPSE,0.20930428057909012,0.09978221654891968,True,4,5,ok,30,-2
RTC_CG_f1p2_b0p3_m2p5_t0_s2,CG,1.2,0.3,2.5,0,2,failed,286.2985005378723,,no_athdf,0.290031,RADIAL_COLLAPSE,0.209402434527874,0.08478668083747228,True,4,6,ok,30,-2
RTC_CG_f1p0_b1p0_m2p5_t0_s3,CG,1.0,1.0,2.5,0,3,failed,4039.5520601272583,,no_athdf,0.361001,RADIAL_COLLAPSE,0.2697904109954834,0.1446468954284986,True,4,6,ok,37,-2
RTC_CG_f1p2_b0p3_m2p5_t0_s1,CG,1.2,0.3,2.5,0,1,failed,2396.5757105350494,,no_athdf,0.352,RADIAL_COLLAPSE,0.22907496988773346,0.0884146775518145,True,4,7,ok,36,-2
